dteday,hr,instant,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day_type,weather_category
2011-06-19,15,3978.0,2.0,0.0,6,0.0,0.0,0.0,2.0,0.74,0.6818,0.55,0.1045,146.0,216.0,362.0,Weekend,Mist/Cloudy
2011-06-19,16,3979.0,2.0,0.0,6,0.0,0.0,0.0,2.0,0.76,0.6818,0.48,0.0,121.0,257.0,378.0,Weekend,Mist/Cloudy
2011-06-19,17,3980.0,2.0,0.0,6,0.0,0.0,0.0,1.0,0.74,0.6667,0.51,0.0,159.0,238.0,397.0,Weekend,Clear
2011-06-19,18,3981.0,2.0,0.0,6,0.0,0.0,0.0,2.0,0.74,0.6818,0.58,0.0896,78.0,218.0,296.0,Weekend,Mist/Cloudy
2011-06-19,19,3982.0,2.0,0.0,6,0.0,0.0,0.0,1.0,0.72,0.6818,0.62,0.1343,94.0,217.0,311.0,Weekend,Clear
2011-06-19,20,3983.0,2.0,0.0,6,0.0,0.0,0.0,1.0,0.7,0.6515,0.7,0.194,86.0,146.0,232.0,Weekend,Clear
2011-06-19,21,3984.0,2.0,0.0,6,0.0,0.0,0.0,1.0,0.68,0.6364,0.79,0.1343,57.0,110.0,167.0,Weekend,Clear
2011-06-19,22,3985.0,2.0,0.0,6,0.0,0.0,0.0,1.0,0.66,0.6061,0.78,0.2239,38.0,114.0,152.0,Weekend,Clear
2011-06-19,23,3986.0,2.0,0.0,6,0.0,0.0,0.0,1.0,0.66,0.6061,0.78,0.194,14.0,78.0,92.0,Weekend,Clear
2011-06-20,0,3987.0,2.0,0.0,6,0.0,1.0,1.0,1.0,0.66,0.6061,0.83,0.1642,7.0,19.0,26.0,Working Day,Clear
2011-06-20,1,3988.0,2.0,0.0,6,0.0,1.0,1.0,1.0,0.64,0.5758,0.89,0.0896,9.0,3.0,12.0,Working Day,Clear
2011-06-20,2,3989.0,2.0,0.0,6,0.0,1.0,1.0,1.0,0.64,0.5758,0.89,0.0896,2.0,0.0,2.0,Working Day,Clear
2011-06-20,3,3990.0,2.0,0.0,6,0.0,1.0,1.0,3.0,0.64,0.5758,0.89,0.0,1.0,0.0,1.0,Working Day,Light Rain/Snow
2011-06-20,4,3991.0,2.0,0.0,6,0.0,1.0,1.0,3.0,0.62,0.5606,0.88,0.1642,1.0,2.0,3.0,Working Day,Light Rain/Snow
2011-06-20,5,3992.0,2.0,0.0,6,0.0,1.0,1.0,3.0,0.62,0.5758,0.83,0.1343,0.0,3.0,3.0,Working Day,Light Rain/Snow
2011-06-20,6,3993.0,2.0,0.0,6,0.0,1.0,1.0,3.0,0.6,0.5758,0.78,0.1343,1.0,25.0,26.0,Working Day,Light Rain/Snow
2011-06-20,7,3994.0,2.0,0.0,6,0.0,1.0,1.0,3.0,0.56,0.5303,0.88,0.194,0.0,46.0,46.0,Working Day,Light Rain/Snow
2011-06-20,8,3995.0,2.0,0.0,6,0.0,1.0,1.0,3.0,0.56,0.5303,0.83,0.194,12.0,209.0,221.0,Working Day,Light Rain/Snow
2011-06-20,9,3996.0,2.0,0.0,6,0.0,1.0,1.0,2.0,0.6,0.5758,0.78,0.2537,19.0,200.0,219.0,Working Day,Mist/Cloudy
2011-06-20,10,3997.0,2.0,0.0,6,0.0,1.0,1.0,2.0,0.6,0.5758,0.78,0.2537,33.0,58.0,91.0,Working Day,Mist/Cloudy
2011-06-20,11,3998.0,2.0,0.0,6,0.0,1.0,1.0,2.0,0.6,0.5758,0.78,0.1045,27.0,67.0,94.0,Working Day,Mist/Cloudy
2011-06-20,12,3999.0,2.0,0.0,6,0.0,1.0,1.0,2.0,0.62,0.6061,0.69,0.1045,33.0,129.0,162.0,Working Day,Mist/Cloudy
2011-06-20,13,4000.0,2.0,0.0,6,0.0,1.0,1.0,1.0,0.64,0.6061,0.65,0.1045,50.0,129.0,179.0,Working Day,Clear
2011-06-20,14,4001.0,2.0,0.0,6,0.0,1.0,1.0,1.0,0.66,0.6212,0.61,0.1045,45.0,130.0,175.0,Working Day,Clear
2011-06-20,15,4002.0,2.0,0.0,6,0.0,1.0,1.0,1.0,0.66,0.6212,0.61,0.1343,66.0,139.0,205.0,Working Day,Clear
2011-06-20,16,4003.0,2.0,0.0,6,0.0,1.0,1.0,1.0,0.7,0.6515,0.58,0.1642,61.0,238.0,299.0,Working Day,Clear
2011-06-20,17,4004.0,2.0,0.0,6,0.0,1.0,1.0,1.0,0.7,0.6515,0.54,0.0,81.0,484.0,565.0,Working Day,Clear
2011-06-20,18,4005.0,2.0,0.0,6,0.0,1.0,1.0,1.0,0.7,0.6515,0.61,0.2537,64.0,474.0,538.0,Working Day,Clear
2011-06-20,19,4006.0,2.0,0.0,6,0.0,1.0,1.0,1.0,0.66,0.6212,0.65,0.2239,62.0,369.0,431.0,Working Day,Clear
2011-06-20,20,4007.0,2.0,0.0,6,0.0,1.0,1.0,1.0,0.66,0.6212,0.69,0.2239,52.0,264.0,316.0,Working Day,Clear
2011-06-20,21,4008.0,2.0,0.0,6,0.0,1.0,1.0,1.0,0.64,0.6061,0.73,0.1642,39.0,167.0,206.0,Working Day,Clear
2011-06-20,22,4009.0,2.0,0.0,6,0.0,1.0,1.0,2.0,0.64,0.6061,0.73,0.2239,24.0,106.0,130.0,Working Day,Mist/Cloudy
2011-06-20,23,4010.0,2.0,0.0,6,0.0,1.0,1.0,1.0,0.62,0.5909,0.78,0.2537,10.0,50.0,60.0,Working Day,Clear
2011-06-21,0,4011.0,3.0,0.0,6,0.0,2.0,1.0,1.0,0.62,0.5909,0.78,0.1642,10.0,23.0,33.0,Working Day,Clear
2011-06-21,1,4012.0,3.0,0.0,6,0.0,2.0,1.0,3.0,0.62,0.5909,0.78,0.1642,2.0,12.0,14.0,Working Day,Light Rain/Snow
2011-06-21,2,4013.0,3.0,0.0,6,0.0,2.0,1.0,3.0,0.62,0.5758,0.83,0.1642,1.0,5.0,6.0,Working Day,Light Rain/Snow
2011-06-21,3,4014.0,3.0,0.0,6,0.0,2.0,1.0,3.0,0.62,0.5758,0.83,0.1642,0.0,2.0,2.0,Working Day,Light Rain/Snow
2011-06-21,4,4015.0,3.0,0.0,6,0.0,2.0,1.0,2.0,0.6,0.5455,0.88,0.1045,2.0,7.0,9.0,Working Day,Mist/Cloudy
2011-06-21,5,4016.0,3.0,0.0,6,0.0,2.0,1.0,2.0,0.6,0.5455,0.88,0.1343,3.0,22.0,25.0,Working Day,Mist/Cloudy
2011-06-21,6,4017.0,3.0,0.0,6,0.0,2.0,1.0,2.0,0.6,0.5455,0.88,0.1343,8.0,107.0,115.0,Working Day,Mist/Cloudy
2011-06-21,7,4018.0,3.0,0.0,6,0.0,2.0,1.0,2.0,0.6,0.5152,0.94,0.0,21.0,288.0,309.0,Working Day,Mist/Cloudy
2011-06-21,8,4019.0,3.0,0.0,6,0.0,2.0,1.0,2.0,0.62,0.5606,0.88,0.1045,33.0,368.0,401.0,Working Day,Mist/Cloudy
2011-06-21,9,4020.0,3.0,0.0,6,0.0,2.0,1.0,2.0,0.62,0.5606,0.88,0.2537,32.0,243.0,275.0,Working Day,Mist/Cloudy
2011-06-21,10,4021.0,3.0,0.0,6,0.0,2.0,1.0,2.0,0.64,0.5758,0.83,0.194,41.0,120.0,161.0,Working Day,Mist/Cloudy
2011-06-21,11,4022.0,3.0,0.0,6,0.0,2.0,1.0,1.0,0.66,0.6061,0.83,0.1642,52.0,119.0,171.0,Working Day,Clear
2011-06-21,12,4023.0,3.0,0.0,6,0.0,2.0,1.0,1.0,0.7,0.6667,0.74,0.1642,40.0,149.0,189.0,Working Day,Clear
2011-06-21,13,4024.0,3.0,0.0,6,0.0,2.0,1.0,1.0,0.74,0.697,0.66,0.1642,49.0,158.0,207.0,Working Day,Clear
2011-06-21,14,4025.0,3.0,0.0,6,0.0,2.0,1.0,1.0,0.76,0.7121,0.62,0.2239,44.0,108.0,152.0,Working Day,Clear
2011-06-21,15,4026.0,3.0,0.0,6,0.0,2.0,1.0,1.0,0.78,0.7424,0.59,0.2537,42.0,128.0,170.0,Working Day,Clear
2011-06-21,16,4027.0,3.0,0.0,6,0.0,2.0,1.0,1.0,0.8,0.7727,0.59,0.2239,62.0,273.0,335.0,Working Day,Clear
2011-06-21,17,4028.0,3.0,0.0,6,0.0,2.0,1.0,1.0,0.78,0.7576,0.66,0.2239,65.0,507.0,572.0,Working Day,Clear
2011-06-21,18,4029.0,3.0,0.0,6,0.0,2.0,1.0,2.0,0.76,0.7273,0.7,0.2537,67.0,469.0,536.0,Working Day,Mist/Cloudy
2011-06-21,19,4030.0,3.0,0.0,6,0.0,2.0,1.0,2.0,0.74,0.7121,0.74,0.2239,67.0,358.0,425.0,Working Day,Mist/Cloudy
2011-06-21,20,4031.0,3.0,0.0,6,0.0,2.0,1.0,3.0,0.74,0.697,0.7,0.2239,72.0,254.0,326.0,Working Day,Light Rain/Snow
2011-06-21,21,4032.0,3.0,0.0,6,0.0,2.0,1.0,1.0,0.72,0.697,0.74,0.194,38.0,191.0,229.0,Working Day,Clear
2011-06-21,22,4033.0,3.0,0.0,6,0.0,2.0,1.0,1.0,0.7,0.6667,0.79,0.1045,12.0,97.0,109.0,Working Day,Clear
2011-06-21,23,4034.0,3.0,0.0,6,0.0,2.0,1.0,1.0,0.7,0.6667,0.74,0.1045,11.0,53.0,64.0,Working Day,Clear
2011-06-22,0,4035.0,3.0,0.0,6,0.0,3.0,1.0,1.0,0.66,0.6061,0.78,0.194,15.0,18.0,33.0,Working Day,Clear
2011-06-22,1,4036.0,3.0,0.0,6,0.0,3.0,1.0,1.0,0.66,0.6061,0.78,0.1343,2.0,19.0,21.0,Working Day,Clear
2011-06-22,2,4037.0,3.0,0.0,6,0.0,3.0,1.0,1.0,0.66,0.6061,0.78,0.0,2.0,5.0,7.0,Working Day,Clear
2011-06-22,3,4038.0,3.0,0.0,6,0.0,3.0,1.0,1.0,0.66,0.6061,0.78,0.1343,0.0,7.0,7.0,Working Day,Clear
2011-06-22,4,4039.0,3.0,0.0,6,0.0,3.0,1.0,1.0,0.64,0.5758,0.83,0.0,3.0,8.0,11.0,Working Day,Clear
2011-06-22,5,4040.0,3.0,0.0,6,0.0,3.0,1.0,1.0,0.64,0.5758,0.89,0.0,2.0,21.0,23.0,Working Day,Clear
2011-06-22,6,4041.0,3.0,0.0,6,0.0,3.0,1.0,1.0,0.66,0.6061,0.83,0.0,12.0,110.0,122.0,Working Day,Clear
2011-06-22,7,4042.0,3.0,0.0,6,0.0,3.0,1.0,1.0,0.7,0.6667,0.79,0.0,23.0,288.0,311.0,Working Day,Clear
2011-06-22,8,4043.0,3.0,0.0,6,0.0,3.0,1.0,1.0,0.72,0.697,0.74,0.1045,27.0,396.0,423.0,Working Day,Clear
2011-06-22,9,4044.0,3.0,0.0,6,0.0,3.0,1.0,1.0,0.72,0.697,0.79,0.1642,14.0,205.0,219.0,Working Day,Clear
2011-06-22,10,4045.0,3.0,0.0,6,0.0,3.0,1.0,1.0,0.74,0.697,0.7,0.2537,31.0,104.0,135.0,Working Day,Clear
2011-06-22,11,4046.0,3.0,0.0,6,0.0,3.0,1.0,1.0,0.74,0.697,0.7,0.1642,37.0,108.0,145.0,Working Day,Clear
2011-06-22,12,4047.0,3.0,0.0,6,0.0,3.0,1.0,2.0,0.8,0.7727,0.59,0.2239,44.0,144.0,188.0,Working Day,Mist/Cloudy
2011-06-22,13,4048.0,3.0,0.0,6,0.0,3.0,1.0,2.0,0.82,0.7879,0.56,0.2537,34.0,113.0,147.0,Working Day,Mist/Cloudy
2011-06-22,14,4049.0,3.0,0.0,6,0.0,3.0,1.0,2.0,0.82,0.7727,0.52,0.2836,32.0,113.0,145.0,Working Day,Mist/Cloudy
2011-06-22,15,4050.0,3.0,0.0,6,0.0,3.0,1.0,2.0,0.82,0.7879,0.56,0.2836,32.0,114.0,146.0,Working Day,Mist/Cloudy
2011-06-22,16,4051.0,3.0,0.0,6,0.0,3.0,1.0,2.0,0.82,0.803,0.59,0.3284,34.0,224.0,258.0,Working Day,Mist/Cloudy
2011-06-22,17,4052.0,3.0,0.0,6,0.0,3.0,1.0,2.0,0.8,0.7576,0.55,0.3881,67.0,462.0,529.0,Working Day,Mist/Cloudy
2011-06-22,18,4053.0,3.0,0.0,6,0.0,3.0,1.0,2.0,0.8,0.7727,0.59,0.2537,66.0,447.0,513.0,Working Day,Mist/Cloudy
2011-06-22,19,4054.0,3.0,0.0,6,0.0,3.0,1.0,2.0,0.8,0.7424,0.52,0.2537,62.0,280.0,342.0,Working Day,Mist/Cloudy
2011-06-22,20,4055.0,3.0,0.0,6,0.0,3.0,1.0,1.0,0.74,0.7121,0.74,0.1343,52.0,230.0,282.0,Working Day,Clear
2011-06-22,21,4056.0,3.0,0.0,6,0.0,3.0,1.0,1.0,0.74,0.7121,0.79,0.1642,31.0,216.0,247.0,Working Day,Clear
2011-06-22,22,4057.0,3.0,0.0,6,0.0,3.0,1.0,2.0,0.72,0.697,0.79,0.194,25.0,123.0,148.0,Working Day,Mist/Cloudy
2011-06-22,23,4058.0,3.0,0.0,6,0.0,3.0,1.0,2.0,0.72,0.697,0.79,0.2239,14.0,91.0,105.0,Working Day,Mist/Cloudy
2011-06-23,0,4059.0,3.0,0.0,6,0.0,4.0,1.0,1.0,0.72,0.697,0.79,0.2239,5.0,44.0,49.0,Working Day,Clear
2011-06-23,1,4060.0,3.0,0.0,6,0.0,4.0,1.0,1.0,0.72,0.697,0.74,0.2239,5.0,26.0,31.0,Working Day,Clear
2011-06-23,2,4061.0,3.0,0.0,6,0.0,4.0,1.0,1.0,0.72,0.697,0.74,0.2239,0.0,4.0,4.0,Working Day,Clear
2011-06-23,3,4062.0,3.0,0.0,6,0.0,4.0,1.0,2.0,0.72,0.697,0.74,0.1642,1.0,4.0,5.0,Working Day,Mist/Cloudy
2011-06-23,4,4063.0,3.0,0.0,6,0.0,4.0,1.0,2.0,0.7,0.6667,0.79,0.1343,0.0,7.0,7.0,Working Day,Mist/Cloudy
2011-06-23,5,4064.0,3.0,0.0,6,0.0,4.0,1.0,1.0,0.72,0.697,0.74,0.1642,2.0,22.0,24.0,Working Day,Clear
2011-06-23,6,4065.0,3.0,0.0,6,0.0,4.0,1.0,1.0,0.72,0.697,0.74,0.1642,8.0,92.0,100.0,Working Day,Clear
2011-06-23,7,4066.0,3.0,0.0,6,0.0,4.0,1.0,2.0,0.72,0.697,0.74,0.1343,26.0,301.0,327.0,Working Day,Mist/Cloudy
2011-06-23,8,4067.0,3.0,0.0,6,0.0,4.0,1.0,2.0,0.74,0.697,0.7,0.194,20.0,412.0,432.0,Working Day,Mist/Cloudy
2011-06-23,9,4068.0,3.0,0.0,6,0.0,4.0,1.0,2.0,0.74,0.697,0.7,0.1343,33.0,194.0,227.0,Working Day,Mist/Cloudy
2011-06-23,10,4069.0,3.0,0.0,6,0.0,4.0,1.0,2.0,0.76,0.7273,0.66,0.1343,39.0,88.0,127.0,Working Day,Mist/Cloudy
2011-06-23,11,4070.0,3.0,0.0,6,0.0,4.0,1.0,3.0,0.76,0.7273,0.66,0.2537,28.0,108.0,136.0,Working Day,Light Rain/Snow
2011-06-23,12,4071.0,3.0,0.0,6,0.0,4.0,1.0,2.0,0.76,0.7273,0.66,0.2836,30.0,130.0,160.0,Working Day,Mist/Cloudy
2011-06-23,13,4072.0,3.0,0.0,6,0.0,4.0,1.0,2.0,0.76,0.7121,0.62,0.2836,37.0,149.0,186.0,Working Day,Mist/Cloudy
2011-06-23,14,4073.0,3.0,0.0,6,0.0,4.0,1.0,2.0,0.76,0.7273,0.66,0.2985,46.0,103.0,149.0,Working Day,Mist/Cloudy
2011-06-23,15,4074.0,3.0,0.0,6,0.0,4.0,1.0,2.0,0.76,0.697,0.52,0.3582,62.0,127.0,189.0,Working Day,Mist/Cloudy
2011-06-23,16,4075.0,3.0,0.0,6,0.0,4.0,1.0,2.0,0.74,0.6818,0.62,0.2985,58.0,217.0,275.0,Working Day,Mist/Cloudy
2011-06-23,17,4076.0,3.0,0.0,6,0.0,4.0,1.0,2.0,0.72,0.6818,0.7,0.3582,74.0,495.0,569.0,Working Day,Mist/Cloudy
2011-06-23,18,4077.0,3.0,0.0,6,0.0,4.0,1.0,1.0,0.72,0.6818,0.7,0.4179,57.0,483.0,540.0,Working Day,Clear
2011-06-23,19,4078.0,3.0,0.0,6,0.0,4.0,1.0,1.0,0.72,0.6818,0.7,0.3582,56.0,344.0,400.0,Working Day,Clear
2011-06-23,20,4079.0,3.0,0.0,6,0.0,4.0,1.0,1.0,0.7,0.6667,0.74,0.2239,75.0,277.0,352.0,Working Day,Clear
2011-06-23,21,4080.0,3.0,0.0,6,0.0,4.0,1.0,1.0,0.7,0.6667,0.74,0.194,46.0,188.0,234.0,Working Day,Clear
2011-06-23,22,4081.0,3.0,0.0,6,0.0,4.0,1.0,2.0,0.7,0.6667,0.74,0.2239,23.0,139.0,162.0,Working Day,Mist/Cloudy
2011-06-23,23,4082.0,3.0,0.0,6,0.0,4.0,1.0,1.0,0.7,0.6667,0.74,0.2836,15.0,90.0,105.0,Working Day,Clear
2011-06-24,0,4083.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.68,0.6364,0.79,0.194,10.0,53.0,63.0,Working Day,Clear
2011-06-24,1,4084.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.66,0.6061,0.83,0.3284,8.0,20.0,28.0,Working Day,Clear
2011-06-24,2,4085.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.66,0.6061,0.83,0.3284,4.0,10.0,14.0,Working Day,Clear
2011-06-24,3,4086.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.66,0.6061,0.83,0.1642,1.0,4.0,5.0,Working Day,Clear
2011-06-24,4,4087.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.66,0.6061,0.83,0.0896,1.0,8.0,9.0,Working Day,Clear
2011-06-24,5,4088.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.64,0.5758,0.89,0.0896,2.0,18.0,20.0,Working Day,Clear
2011-06-24,6,4089.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.66,0.6061,0.83,0.1343,4.0,87.0,91.0,Working Day,Clear
2011-06-24,7,4090.0,3.0,0.0,6,0.0,5.0,1.0,2.0,0.66,0.6061,0.83,0.2239,21.0,247.0,268.0,Working Day,Mist/Cloudy
2011-06-24,8,4091.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.7,0.6667,0.74,0.2239,27.0,439.0,466.0,Working Day,Clear
2011-06-24,9,4092.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.74,0.6818,0.62,0.1343,28.0,203.0,231.0,Working Day,Clear
2011-06-24,10,4093.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.8,0.7273,0.43,0.2836,43.0,102.0,145.0,Working Day,Clear
2011-06-24,11,4094.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.8,0.7121,0.38,0.3284,56.0,147.0,203.0,Working Day,Clear
2011-06-24,12,4095.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.8,0.7121,0.41,0.2836,51.0,150.0,201.0,Working Day,Clear
2011-06-24,13,4096.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.8,0.7121,0.36,0.2239,43.0,178.0,221.0,Working Day,Clear
2011-06-24,14,4097.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.78,0.697,0.43,0.2836,67.0,162.0,229.0,Working Day,Clear
2011-06-24,15,4098.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.82,0.7273,0.34,0.3881,69.0,147.0,216.0,Working Day,Clear
2011-06-24,16,4099.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.8,0.697,0.33,0.4179,80.0,247.0,327.0,Working Day,Clear
2011-06-24,17,4100.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.76,0.6667,0.37,0.2537,85.0,472.0,557.0,Working Day,Clear
2011-06-24,18,4101.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.76,0.6667,0.37,0.2985,87.0,365.0,452.0,Working Day,Clear
2011-06-24,19,4102.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.74,0.6515,0.4,0.2239,92.0,293.0,385.0,Working Day,Clear
2011-06-24,20,4103.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.72,0.6515,0.45,0.1642,66.0,222.0,288.0,Working Day,Clear
2011-06-24,21,4104.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.7,0.6515,0.48,0.1343,50.0,183.0,233.0,Working Day,Clear
2011-06-24,22,4105.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.7,0.6515,0.48,0.0,41.0,126.0,167.0,Working Day,Clear
2011-06-24,23,4106.0,3.0,0.0,6,0.0,5.0,1.0,1.0,0.68,0.6364,0.51,0.1343,33.0,139.0,172.0,Working Day,Clear
2011-06-25,0,4107.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.68,0.6364,0.47,0.1642,19.0,97.0,116.0,Weekend,Clear
2011-06-25,1,4108.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.66,0.6212,0.5,0.1642,20.0,75.0,95.0,Weekend,Clear
2011-06-25,2,4109.0,3.0,0.0,6,0.0,6.0,0.0,2.0,0.66,0.6212,0.5,0.194,8.0,51.0,59.0,Weekend,Mist/Cloudy
2011-06-25,3,4110.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.64,0.6212,0.57,0.194,18.0,21.0,39.0,Weekend,Clear
2011-06-25,4,4111.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.64,0.6212,0.57,0.194,7.0,4.0,11.0,Weekend,Clear
2011-06-25,5,4112.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.62,0.6061,0.61,0.1343,6.0,8.0,14.0,Weekend,Clear
2011-06-25,6,4113.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.64,0.6212,0.57,0.2239,12.0,17.0,29.0,Weekend,Clear
2011-06-25,7,4114.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.64,0.6212,0.57,0.2836,7.0,35.0,42.0,Weekend,Clear
2011-06-25,8,4115.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.7,0.6515,0.48,0.2537,27.0,85.0,112.0,Weekend,Clear
2011-06-25,9,4116.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.72,0.6515,0.45,0.2537,47.0,139.0,186.0,Weekend,Clear
2011-06-25,10,4117.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.72,0.6515,0.45,0.194,99.0,203.0,302.0,Weekend,Clear
2011-06-25,11,4118.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.74,0.6667,0.42,0.0,122.0,209.0,331.0,Weekend,Clear
2011-06-25,12,4119.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.74,0.6515,0.4,0.2836,140.0,252.0,392.0,Weekend,Clear
2011-06-25,13,4120.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.74,0.6515,0.4,0.2836,140.0,231.0,371.0,Weekend,Clear
2011-06-25,14,4121.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.74,0.6667,0.45,0.2985,151.0,232.0,383.0,Weekend,Clear
2011-06-25,15,4122.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.74,0.6667,0.45,0.0,157.0,235.0,392.0,Weekend,Clear
2011-06-25,16,4123.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.76,0.6818,0.43,0.2985,175.0,235.0,410.0,Weekend,Clear
2011-06-25,17,4124.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.74,0.6667,0.42,0.2239,152.0,247.0,399.0,Weekend,Clear
2011-06-25,18,4125.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.72,0.6515,0.45,0.2537,108.0,199.0,307.0,Weekend,Clear
2011-06-25,19,4126.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.72,0.6667,0.48,0.2836,121.0,254.0,375.0,Weekend,Clear
2011-06-25,20,4127.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.7,0.6515,0.48,0.194,74.0,195.0,269.0,Weekend,Clear
2011-06-25,21,4128.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.68,0.6364,0.51,0.1642,62.0,140.0,202.0,Weekend,Clear
2011-06-25,22,4129.0,3.0,0.0,6,0.0,6.0,0.0,1.0,0.68,0.6364,0.47,0.194,61.0,126.0,187.0,Weekend,Clear
2011-06-25,23,4130.0,3.0,0.0,6,0.0,6.0,0.0,2.0,0.66,0.6212,0.5,0.2985,49.0,130.0,179.0,Weekend,Mist/Cloudy
2011-06-26,0,4131.0,3.0,0.0,6,0.0,0.0,0.0,1.0,0.64,0.6212,0.53,0.0,30.0,85.0,115.0,Weekend,Clear
2011-06-26,1,4132.0,3.0,0.0,6,0.0,0.0,0.0,1.0,0.64,0.6212,0.53,0.1045,17.0,73.0,90.0,Weekend,Clear
2011-06-26,2,4133.0,3.0,0.0,6,0.0,0.0,0.0,1.0,0.62,0.6212,0.57,0.1045,17.0,70.0,87.0,Weekend,Clear
2011-06-26,3,4134.0,3.0,0.0,6,0.0,0.0,0.0,1.0,0.6,0.6061,0.64,0.1045,12.0,22.0,34.0,Weekend,Clear
2011-06-26,4,4135.0,3.0,0.0,6,0.0,0.0,0.0,1.0,0.6,0.6061,0.64,0.0896,3.0,8.0,11.0,Weekend,Clear
2011-06-26,5,4136.0,3.0,0.0,6,0.0,0.0,0.0,1.0,0.6,0.6061,0.64,0.0,3.0,9.0,12.0,Weekend,Clear
2011-06-26,6,4137.0,3.0,0.0,6,0.0,0.0,0.0,1.0,0.6,0.6061,0.64,0.0,7.0,13.0,20.0,Weekend,Clear
2011-06-26,7,4138.0,3.0,0.0,6,0.0,0.0,0.0,1.0,0.62,0.6061,0.61,0.0,24.0,27.0,51.0,Weekend,Clear
2011-06-26,8,4139.0,3.0,0.0,6,0.0,0.0,0.0,1.0,0.64,0.6212,0.61,0.194,29.0,78.0,107.0,Weekend,Clear
2011-06-26,9,4140.0,3.0,0.0,6,0.0,0.0,0.0,1.0,0.66,0.6212,0.54,0.0896,75.0,131.0,206.0,Weekend,Clear
2011-06-26,10,4141.0,3.0,0.0,6,0.0,0.0,0.0,1.0,0.72,0.6667,0.48,0.1045,136.0,196.0,332.0,Weekend,Clear
2011-06-26,11,4142.0,3.0,0.0,6,0.0,0.0,0.0,1.0,0.72,0.6515,0.45,0.1343,127.0,219.0,346.0,Weekend,Clear
2011-06-26,12,4143.0,3.0,0.0,6,0.0,0.0,0.0,1.0,0.74,0.6515,0.4,0.1642,175.0,268.0,443.0,Weekend,Clear
2011-06-26,13,4144.0,3.0,0.0,6,0.0,0.0,0.0,1.0,0.74,0.6515,0.4,0.0,197.0,245.0,442.0,Weekend,Clear
2011-06-26,14,4145.0,3.0,0.0,6,0.0,0.0,0.0,1.0,0.74,0.6515,0.4,0.1343,197.0,246.0,443.0,Weekend,Clear
2011-06-26,15,4146.0,3.0,0.0,6,0.0,0.0,0.0,1.0,0.74,0.6515,0.4,0.0,174.0,229.0,403.0,Weekend,Clear
2011-06-26,16,4147.0,3.0,0.0,6,0.0,0.0,0.0,1.0,0.74,0.6667,0.42,0.194,177.0,278.0,455.0,Weekend,Clear
2011-06-26,17,4148.0,3.0,0.0,6,0.0,0.0,0.0,2.0,0.72,0.6515,0.42,0.1642,178.0,243.0,421.0,Weekend,Mist/Cloudy
2011-06-26,18,4149.0,3.0,0.0,6,0.0,0.0,0.0,2.0,0.72,0.6515,0.45,0.2537,117.0,265.0,382.0,Weekend,Mist/Cloudy
